feature,class
"[-3.61837402e+02  1.44228088e+02 -1.60483341e+01  1.67366047e+01
  9.68113995e+00  1.58269205e+01  3.09210229e+00 -1.03768387e+01
  1.98147500e+00 -1.75653541e+00  5.67674828e+00 -2.92176080e+00
 -2.76016808e+00  1.31623096e+01  8.97435474e+00  2.96279788e+00
  3.07091975e+00  9.54634285e+00  4.85404348e+00 -4.79019547e+00
 -2.66077256e+00 -5.70457101e-01 -1.59515083e+00 -3.10715461e+00
 -4.35887396e-01 -7.48254061e-01 -1.68224788e+00  1.31680453e+00
 -8.09003174e-01 -2.66216350e+00 -2.98628807e+00 -2.03233290e+00
  6.69248581e-01  1.35659122e+00  1.33353448e+00  3.69180799e-01
  1.31951094e+00  2.63759565e+00 -1.52403861e-01 -1.81518066e+00]",male
"[-2.9034482e+02  1.0098594e+02  1.7265676e+01  2.5930416e+01
  1.1126411e+01  2.8623946e+00 -1.6711941e+01  2.1609182e+00
 -8.9850931e+00 -5.7757111e+00 -4.8479671e+00  1.3488447e+01
 -6.3255606e+00  8.4551773e+00 -5.8271608e+00 -1.4821911e+00
 -3.2132560e-01  7.9035848e-01 -2.0185373e+00  2.8756289e+00
 -3.6688354e+00 -1.0587676e+00 -5.6737132e+00  9.2451102e-01
 -3.2105360e+00  3.8909352e+00  1.2737968e+00  4.1272330e+00
  3.8853245e+00  1.4414667e+00  7.3065047e+00  4.7089043e+00
  1.0198067e+01  6.7524924e+00  5.0623026e+00  1.0238469e+00
  1.3241359e+00 -1.3182536e-02 -1.2046275e-01  6.3319606e-01]",female
"[-2.8452539e+02  5.9375477e+01  2.2051716e+00  9.7075539e+00
 -1.0772697e+01  3.5683300e+00 -2.3448322e+01 -7.4405556e+00
 -2.2323181e+01  5.2377319e-01 -7.5575976e+00 -7.5492787e+00
 -1.4409395e+01 -2.2972441e+00 -9.1975336e+00 -8.3825893e+00
 -1.6629156e+01 -5.1579452e-01 -3.7259610e+00 -3.8816211e+00
 -8.3006611e+00 -3.3233724e+00 -1.0186918e+01 -3.4115551e+00
 -4.1851096e+00 -2.8332958e+00 -6.3103437e-01  1.8734350e+00
  8.3613443e-01  3.1083772e+00  2.6063864e+00  1.3768628e+00
  1.1150382e+00  2.3646257e+00  4.2615385e+00  4.3698359e+00
  2.2980475e+00  2.4018543e+00  2.1808939e+00  1.1234121e-01]",female
"[-3.0156357e+02  7.8290077e+01 -3.5322422e+01  2.6150045e+01
 -1.8017841e+01 -6.2221155e+00 -9.6768494e+00 -1.4149816e+01
 -1.3830271e+01 -4.3250022e+00 -1.2136580e+01 -5.8777957e+00
 -4.8483677e+00  1.5369247e-01  3.2360301e+00  8.0170415e-02
 -4.9783330e+00  1.6237098e+00 -5.8866711e+00 -1.0899565e+01
 -1.5939761e+00 -2.2505145e+00 -7.5841489e+00  9.3895143e-01
  1.8590614e+00 -2.7156589e+00 -2.4470932e+00 -8.0839193e-01
 -1.1308969e+00 -7.4276447e-01 -2.8707986e+00 -3.2553022e+00
 -1.3107415e+00 -1.5029026e+00 -2.1808486e+00  1.5869793e+00
  1.5664815e+00 -6.0596985e-01  1.0542690e+00  1.5511328e+00]",male
"[-354.3541       83.667175     -2.2080617    19.561386     -5.379665
   -5.9822683   -10.682738     -8.268291    -12.468105     -7.431046
  -16.714231     -0.5299034   -11.060131     -5.8710513    -2.033583
   -3.9597244    -9.49628      -0.5679966    -6.577501     -8.502801
   -3.6808298    -3.9717202    -7.2676992    -2.2818553    -3.9878314
   -3.9079921    -2.6322746    -2.8733122    -3.576856     -2.756394
   -0.7069199    -3.3205707    -1.3739367    -2.428018     -0.8628539
   -1.9277104    -1.1215554    -0.67199004   -2.3025506    -1.2902175 ]",male
"[-3.1876669e+02  1.3883105e+02 -2.6362198e+01  2.1178186e+01
  1.3915209e+01 -6.8367572e+00 -1.2345247e+01  5.3819180e+00
 -1.1267933e+01  3.6155656e-01 -8.2191151e-01 -3.3701603e+00
  1.2004702e+00 -2.1884763e+00 -6.9951806e+00  3.9343367e+00
 -3.6134477e+00 -4.2379465e+00 -5.3258986e+00  1.1448283e+00
 -1.7489526e-01  1.3794416e+00 -2.8831679e-01  2.5487903e-01
  4.8994722e+00  5.5074656e-01 -1.2513088e+00  1.3672343e-01
  2.1466504e-01 -1.9567740e+00 -3.1010327e+00  1.0579802e+00
 -8.0997452e-02 -4.7364283e-01 -4.8988819e-01 -8.7691718e-01
 -1.8842473e+00 -2.0737991e+00  1.3170298e+00 -1.5630143e+00]",male
"[-2.7104163e+02  6.6652252e+01  2.3197939e+01  2.9499649e+01
 -5.4494929e+00  1.3189444e+01 -6.7098732e+00  1.0660808e+01
 -5.9045968e+00  1.0437241e+01 -1.1454801e+01  7.6408157e+00
 -9.5672646e+00  1.0764207e+01 -7.4573998e+00  5.0996251e+00
 -3.7729733e+00  2.6686184e+00 -4.1589308e+00  2.2888782e+00
 -5.2165256e+00 -7.3167443e-01 -8.9438826e-01  8.4949237e-01
 -3.5968295e-01  2.6034894e+00  8.8233244e-01  2.5366271e+00
  2.3321614e+00  4.4754634e+00  2.0449150e+00  5.6145420e+00
  4.5712404e+00  5.7603016e+00  4.5720148e+00  4.4714198e+00
  1.4233916e+00  2.1866331e+00  8.0552012e-02  4.0020958e-01]",female
"[-3.5870184e+02  9.8298027e+01  2.5160545e+01  2.7558533e+01
 -2.8757794e+00 -2.1807907e+01 -1.4137134e+01 -6.6871297e-01
 -1.6993120e+01 -1.7743313e+01 -6.9167781e+00 -1.1068914e+01
 -1.6539637e+01  5.5086173e-02 -6.0785918e+00 -2.2923629e+00
 -4.8993173e+00 -1.0601440e+01 -1.2880474e-01 -8.1602526e+00
 -5.8489895e-01  8.0064362e-01 -4.0461946e+00 -3.1681478e+00
 -3.9977088e+00 -5.0717324e-01 -4.3362913e+00 -9.7541440e-01
 -2.3448095e+00 -3.0310266e+00 -1.0420122e-01 -2.4444108e+00
 -4.0477414e+00 -9.9005914e-01 -7.1154723e+00 -1.8310724e+00
 -3.5721729e+00 -5.1258812e+00 -2.6937470e+00 -9.7160089e-01]",male
"[-3.1422186e+02  7.2220482e+01  1.1393204e+01  3.4791603e+01
  7.6145096e+00  1.3093956e+01  2.5413862e-01  1.5572506e+01
 -5.0328183e+00  1.3589746e+01 -1.0875253e+01  7.4436021e+00
 -1.2706419e+01  6.1086512e+00 -5.3684402e+00  4.4978943e+00
 -1.1390142e+00  3.5960178e+00 -3.1738126e+00  7.8120238e-01
 -3.7351711e+00  2.5478790e+00 -6.4891467e+00 -1.9153213e-02
 -9.4181520e-01 -1.0456795e+00 -1.9399475e+00  2.6577234e-01
 -1.7390151e+00 -1.9597919e+00 -1.9281534e+00  1.4838549e-01
 -1.1318085e+00 -4.7893453e-01 -1.7121125e+00 -8.3488292e-01
 -2.1598868e+00 -1.5389310e+00 -1.7213194e+00 -2.6877851e+00]",male
"[-3.0968271e+02  6.6609367e+01  2.3023298e+01  8.6655054e+00
  6.3611031e+00  1.5362006e+01 -1.9251911e+01  1.6055248e+01
 -1.1712464e+01  1.3078084e+01 -1.4865726e+01  1.0872134e+01
 -8.8694773e+00  1.0369862e+01 -4.7437525e+00  8.2416363e+00
 -6.0392575e+00  8.5644875e+00 -2.9214773e+00  3.3947911e+00
 -2.5820596e+00  3.6350863e+00 -1.3533585e+00  8.1356943e-01
 -5.9773326e-01  1.2079058e+00 -1.2479805e+00  2.7211339e+00
 -1.6366003e+00  1.5413060e+00 -4.9522302e-01  7.2576785e-01
  1.8710278e-02  1.3032328e+00  1.6629201e+00  2.6851857e+00
  3.0785208e+00  2.8712912e+00  2.9773085e+00  2.9157934e+00]",male
"[-2.7596295e+02  8.5144218e+01  9.8808985e+00  2.4837683e+01
  2.5000384e-01  8.1612577e+00 -8.5140076e+00  6.5806432e+00
 -5.3626127e+00  5.2824779e+00 -4.1518888e+00  3.8848739e+00
 -2.6219971e+00  1.0441075e+01 -5.6581640e+00  2.6579163e+00
 -3.7276473e+00  4.5177579e+00 -3.3884411e+00  1.0207964e+00
 -1.3957227e+00  1.7272356e+00 -6.1862147e-01  4.0998974e+00
 -4.3728298e-01  5.3853841e+00  3.6650279e+00  6.7736030e+00
  6.9547505e+00  9.6252794e+00  8.7655554e+00  8.6955748e+00
  6.4069004e+00  5.1087337e+00  3.2059314e+00  2.1658075e+00
  1.1994599e+00  2.0383251e+00 -4.0659368e-01  5.0010616e-01]",female
"[-3.1827185e+02  8.8638618e+01  6.0590763e+00  8.1116381e+00
  9.3008108e+00  1.6144304e+00 -6.5402546e+00  7.9007444e+00
 -1.2194786e+01  1.1265729e+01 -1.1434088e+01  1.0582031e+01
 -5.7601070e+00  1.0274811e+01 -1.5949399e+00  1.0882798e+01
 -4.5537267e+00  7.6390858e+00 -1.1765655e+00  4.5378528e+00
 -1.7276464e+00  3.5501013e+00  1.4701290e-01 -7.5834699e-02
  2.0182109e+00  6.5259451e-01 -8.3516043e-01  1.7699026e+00
  7.2603270e-02  8.0282384e-01 -8.5804150e-02  1.2509017e+00
 -2.6314205e-01  8.4191352e-01 -2.5819868e-01  6.5571439e-01
 -8.2688701e-01  7.8036827e-01  5.2486968e-01  1.0802373e+00]",male
"[-2.84334473e+02  1.10014175e+02  2.84819698e+01  2.60836468e+01
 -5.42367160e-01  1.04562502e+01  2.25083590e+00 -1.15388050e+01
 -8.66576099e+00  8.82567787e+00 -7.15611362e+00  6.04998589e+00
 -6.95831966e+00  3.44326997e+00 -4.66497040e+00 -2.21969867e+00
 -9.36302185e+00 -1.98137140e+00 -1.40951228e+00 -2.45181489e+00
 -1.57603860e+00  4.10427427e+00 -2.22036004e-01 -2.27399278e+00
 -3.00745010e-01  2.13310170e+00 -3.95965576e-02  8.64815235e-01
  1.94000685e+00  2.82116771e+00  2.92686105e+00  2.01704526e+00
  2.93148923e+00  4.69998980e+00  2.11018872e+00 -3.07593167e-01
 -1.49849474e+00 -4.71804172e-01 -2.22979546e+00 -2.01013517e+00]",female
"[-4.5758197e+02  7.4531815e+01  3.1685423e+01 -3.2154659e+01
  2.7282734e+01 -7.9729714e+00 -3.2473499e+01  1.1132002e-01
 -1.6892874e+01 -4.2561388e+00 -2.1784817e+01  1.4037229e+00
 -1.5406436e+01  6.0797019e+00 -1.2545554e+01 -1.7582314e+00
 -9.1435728e+00 -2.1222835e+00 -1.0860911e+01 -2.1977656e+00
 -8.4724178e+00 -1.1685115e+00 -6.0003610e+00  7.0736152e-01
 -3.3250372e+00  2.9293115e+00 -5.1898813e-01  1.0057884e+00
  4.5136702e-01  9.7911841e-01  2.9567176e-01  2.0849414e+00
  2.1913445e+00  2.4497004e+00  4.2651310e+00  5.9253407e-01
 -8.1041068e-01  1.6765743e+00 -1.3380355e+00  8.6511761e-02]",female
"[-337.41898      70.517685    -14.71114      13.264629     -0.6831592
    2.2697384   -30.004498    -14.136446    -24.323997     -8.314053
  -23.53893      -9.664954     -9.174561      4.5369844   -23.19911
   -3.8321753    -8.668667     -9.937335    -13.183167      0.7967328
   -9.287195     -4.7125416    -5.8028116    -7.4523826   -10.656902
   -4.2556744    -8.051516      1.417305     -4.233835      2.8868172
   -2.6621397    -4.86811       0.35860395   -0.6975622     1.3011742
    2.9514802     2.8556185     4.380615      4.5035224     3.8137608 ]",female
"[-2.7653571e+02  1.0404592e+02 -3.4027626e+01  2.7602579e+01
 -5.2289224e+00 -9.0874205e+00 -1.4945654e+01 -1.9621569e+01
 -1.3671857e+01 -6.5332985e-01 -1.4169614e+01  3.0521274e+00
 -8.2141714e+00 -2.1044974e+00  4.0387842e-01 -5.8825854e-02
 -1.2086397e+01 -4.2392077e+00 -8.2065401e+00 -2.8925235e+00
 -8.0506659e+00 -1.4462319e-01 -6.3574648e+00 -2.1499214e+00
 -2.9179187e+00 -2.4471343e+00 -8.0783629e-01 -2.8632925e+00
 -4.0287185e+00 -6.2047231e-01 -2.0111523e+00 -3.6917350e+00
 -8.8326609e-01 -1.3711567e+00  1.6770482e+00  4.1379500e-02
 -1.7378479e+00 -2.9431999e-01 -9.0040958e-01 -2.1513891e+00]",male
"[-3.24572510e+02  1.29576843e+02 -1.95803890e+01  1.11109295e+01
  4.20972490e+00 -1.14313269e+01 -1.95068359e+01 -7.62034798e+00
 -1.56265478e+01 -1.07398491e+01 -1.94078712e+01 -1.76693268e+01
 -6.32883215e+00 -4.82199717e+00  3.19870472e-01 -1.39724512e+01
 -1.26172972e+01  9.54274476e-01 -7.19131947e+00 -1.22015600e+01
 -3.12456942e+00 -6.32233572e+00 -7.32245779e+00 -4.34074545e+00
 -8.14246559e+00 -6.60282373e+00  2.57987380e-01 -4.29227304e+00
 -5.50336885e+00 -3.71434987e-01 -4.19272232e+00 -3.50209808e+00
  4.80780631e-01 -2.60984278e+00 -4.33830452e+00 -2.41423297e+00
 -3.20855021e+00 -2.38106298e+00 -1.79570568e+00 -1.13577820e-01]",male
"[-3.2007101e+02  5.8986881e+01 -1.9325916e+01  7.3027296e+00
 -1.2482308e+01 -1.4509340e+01 -2.4693293e+01 -1.5765371e+01
 -2.3679165e+01 -4.8779559e+00 -3.1058439e+01  5.0376210e+00
 -1.3522236e+01 -4.4214673e+00 -1.3980924e+01 -8.1362333e+00
 -1.2408690e+01 -6.1108446e+00 -4.4121599e+00 -3.6740224e+00
 -6.9074529e-01  1.3841333e+00  3.5889740e+00 -2.6805940e+00
 -3.2601917e-01  8.0803070e+00 -3.2434027e+00  8.2638006e+00
  1.7831645e+00  3.4810688e+00  6.1971873e-01  3.2298341e+00
  2.6324281e-01 -3.6894801e+00 -3.0961880e-01 -1.8108412e+00
 -5.1978481e-01 -6.5913671e-01 -1.4550174e+00 -2.4149792e+00]",female
"[-2.8693109e+02  1.1983035e+02 -3.7287257e+00  5.0900421e+01
 -9.5094566e+00  5.7767730e+00 -1.6250309e+01  6.0385780e+00
 -4.3458247e+00  1.5058992e+00  8.8268461e+00 -7.1411672e+00
  4.2565522e+00 -6.0043788e+00 -1.1015220e+00 -3.7856112e+00
  4.2576817e-01 -1.9762436e+00 -2.7719417e+00 -7.5397044e-01
 -3.4584956e+00 -1.9072536e+00 -3.2123013e+00 -1.1313987e+00
 -3.7801795e+00 -1.8753810e-01 -2.9724779e+00 -3.7517567e+00
 -1.6780727e-01 -1.3900695e+00 -9.5150238e-01  1.2494816e+00
  1.3312672e+00 -1.3308803e+00  1.9081495e+00  1.8622749e+00
  4.1808367e-01  2.3919554e+00  3.4928734e+00  2.4100730e+00]",female
"[-2.8385876e+02  1.0669523e+02  2.9990997e+01  5.6087662e+01
  2.0127006e+00  2.0586859e+01 -1.2392064e+01  1.3817285e+01
 -1.2244836e+01  8.6910534e+00 -5.0202327e+00  6.0637622e+00
 -8.4521580e+00  3.5846374e+00 -1.3710769e+00  2.7314541e+00
 -4.6387615e+00  3.9354904e+00 -4.1411681e+00  2.6758323e+00
 -3.8296361e+00  1.2288675e+00 -2.1922061e+00 -2.1981697e+00
 -1.1889102e+00 -3.8386345e-01 -1.8853190e+00 -5.0718248e-01
 -1.0124116e-01 -1.8322963e+00  9.4407463e-01 -1.0172842e+00
 -1.5060013e-02 -1.0292187e+00 -1.1604067e-01 -1.1359223e+00
  9.4432786e-02 -6.6707987e-01 -2.0630465e-01 -7.0785844e-01]",male
"[-3.2642444e+02  1.0055598e+02 -4.0108137e+00  2.3368855e+01
 -2.0609715e+00  8.0849161e+00 -2.6875080e+01 -2.1378107e+01
 -1.4013477e+01 -1.0029602e+00 -4.2490225e+00 -1.2791189e+01
 -1.1538500e+00 -1.3200994e+00 -6.1855736e+00 -1.1415409e+01
  2.1981292e+00 -5.5272360e+00 -8.6500568e+00 -3.2126718e+00
 -4.5364199e+00 -1.1380681e+01 -7.1561341e+00  3.5218365e+00
 -4.8442731e+00 -3.5135061e-01 -3.3838997e+00 -4.9366465e+00
  1.2618951e+00 -3.6131661e+00  3.7035503e+00  6.2594209e+00
  2.4001529e+00  5.0899963e+00  5.3776889e+00  4.6401715e+00
  9.2661422e-01  1.5282325e+00  7.2421215e-02 -5.7562656e+00]",female
"[-2.7142252e+02  1.1641090e+02  9.7710848e+00  3.7036388e+01
  7.8307862e+00  3.7488961e+00 -2.8951907e-01  1.3764881e+01
 -7.2284451e+00  1.2113825e+01  5.1188701e-01  6.3625889e+00
 -6.1666956e+00  7.5478392e+00  7.1732599e-01  1.4850278e+00
  1.8560678e+00  6.5709815e+00  2.0779645e+00 -3.1223390e+00
  8.3615313e+00 -7.6400793e-01  3.8149004e+00 -8.4449440e-01
  3.5205972e+00 -2.4415281e+00  2.1572993e+00  3.5855064e+00
 -2.9837584e+00  5.4681873e+00 -3.7078295e+00  3.7571290e+00
 -4.4228315e+00  3.9170675e+00 -2.8129501e+00  1.3346310e+00
  1.0268962e+00  6.3708937e-01  8.6636811e-02 -2.5935252e+00]",male
"[-3.5911609e+02  9.9378349e+01 -4.6405788e+01  6.3003830e+01
 -9.2129641e+00  2.4647832e+00  3.5047662e+00 -1.6953783e+01
  1.1579235e+01 -1.3268330e+01 -1.6603012e+00  4.8140707e+00
 -8.9013157e+00  4.1124778e+00 -7.6347148e-01 -2.3104284e+00
  1.7079072e+00  4.0268597e-01 -3.0126530e-01 -1.7050428e+00
 -1.2564413e-02  7.5569898e-01 -1.7453396e+00 -1.1362365e+00
 -1.9211403e+00 -2.5250533e+00 -1.2028507e+00 -2.7503200e+00
 -3.8092667e-01 -1.4537444e+00 -1.6022488e+00 -5.3366852e-01
 -2.6846457e+00 -1.7396591e+00 -3.3551695e+00 -2.6191053e+00
 -6.9140697e-01  7.4320384e-03  1.4804604e+00  2.2277901e+00]",male
"[-3.16948364e+02  1.04239105e+02 -2.03011284e+01  4.42675819e+01
  1.07706892e+00 -3.31671596e+00 -1.94095764e+01 -1.91364517e+01
 -7.89311171e+00 -1.50144672e+01 -1.58989305e+01  6.59595108e+00
 -7.10706568e+00 -1.28310385e+01  1.41186273e+00 -1.66929054e+01
 -5.16884029e-01 -2.95615482e+00 -1.39546309e+01 -7.72532940e+00
 -5.52337074e+00 -5.80100155e+00 -7.35389900e+00  8.65698814e-01
 -2.35731229e-01 -2.87879658e+00 -6.62686586e-01 -2.32673240e+00
 -3.75815272e+00  4.45297480e+00  4.49133396e+00  2.20040965e+00
  5.39773893e+00  2.19416642e+00  1.11892831e+00 -1.02639280e-01
  7.27308750e-01  1.29012954e+00 -1.42680442e+00 -1.44690418e+00]",female
"[-3.6527539e+02  9.3193657e+01  2.3774149e+01  3.4171608e+01
  1.9836561e+01 -1.2358820e-01 -4.2751203e+00 -1.5784512e+00
 -6.7222304e+00 -1.0657457e+00 -5.8973341e+00 -2.8831689e+00
 -6.7752976e+00 -1.9114418e+00 -6.2707310e+00 -8.2736139e+00
 -3.7873609e+00 -9.8669702e-01 -5.3022056e+00 -4.3250408e+00
 -8.5143924e-01 -2.5173395e+00 -2.0433109e+00 -1.9883258e+00
 -2.9674768e+00 -9.9886930e-01 -8.4432644e-01 -9.4448340e-01
  5.0467324e-02  1.1156566e+00  3.4989738e+00  5.1603169e+00
  5.3374658e+00  6.4623027e+00  7.1504145e+00  5.4728532e+00
  5.3999920e+00  3.9475691e+00  1.2807441e+00  8.7148327e-01]",female
"[-2.7382831e+02  9.8039101e+01  1.9247835e+01  3.2922230e+01
 -5.4822555e+00  1.1889347e+01 -1.5322981e+01  8.4702921e+00
 -1.4336188e+01  6.0090332e+00 -9.1092224e+00  4.0702147e+00
 -6.4568672e+00  6.9850545e+00 -1.3642815e+00  1.7884253e+00
 -1.4957068e+00  4.1988497e+00 -2.5110443e+00  1.3216153e+00
  1.6111502e-01  1.8385549e-01 -7.6737905e-01  1.0100473e+00
  4.5426488e-01  1.5147139e+00 -2.9227536e+00  2.5237415e+00
 -1.1726996e+00  4.6058351e-01 -4.6936136e-01  4.7931802e-02
 -5.6650877e-01 -2.7164268e+00  1.0643430e+00 -2.5327904e+00
 -1.5752512e+00 -1.6823783e+00 -2.0174298e+00 -1.7487093e+00]",male
"[-250.5196       74.847206      5.2679167    28.29745      -5.9923697
   13.000262    -19.733376     15.598097    -13.3591        5.8107586
   -9.330795      5.5565557    -5.9813232     2.1139343    -2.778698
   -3.5193477    -1.6031107     3.695033     -5.517689      2.8026075
   -0.28053477    1.0657959     2.4684832     5.45794       1.374205
    6.7532744     2.2869067     3.8316095     1.8564231     4.257831
    2.9719393     4.7381606     1.7761116     5.4433856     4.4786572
    2.3095047     1.629814      0.97633624    2.6611514     0.9264236 ]",female
"[-3.4275500e+02  1.0364397e+02 -5.3489990e+01  7.8152901e+01
 -6.0843911e+00  1.3916016e+01 -1.4858933e-01  2.3379745e+00
  7.3482509e+00  3.4416971e+00  8.7525644e+00 -2.0329897e+00
  8.5352955e+00 -6.6848783e+00  1.0790047e+01  7.0428336e-01
 -2.7414606e+00  5.7769380e+00 -4.2469940e+00  5.1940327e+00
 -2.8547084e+00  1.4182167e+00  3.7830949e-01 -6.3679266e-01
  1.9016894e+00 -1.1124886e+00  4.2857578e-01 -7.1999896e-01
  1.1429085e+00 -1.9154758e+00  1.4291893e-01 -9.2900956e-01
 -1.6866907e+00 -1.4268563e+00 -1.9797193e+00 -9.9443161e-01
 -2.3670335e+00 -5.3739005e-01 -2.8308809e+00 -1.7664636e+00]",male
"[-2.22390747e+02  8.55829086e+01  2.38776894e+01  4.20447388e+01
 -5.00566959e+00  3.09493923e+01 -1.93154869e+01  2.51004467e+01
 -7.27676439e+00  1.33505096e+01 -1.07215643e+01  2.60119009e+00
 -1.01356010e+01  4.27436113e+00  2.51458263e+00  1.01481485e+01
 -8.84780407e+00  7.74800920e+00  2.15689421e+00  2.62335253e+00
 -3.03714085e+00  7.39066315e+00 -1.24168634e-01  1.65414143e+00
  2.34687638e+00  5.94654512e+00  2.02975202e+00 -3.26371714e-02
  1.85204196e+00  2.13637328e+00 -1.90901315e+00 -7.05774799e-02
  2.63441253e+00 -8.89157832e-01  1.42977989e+00 -7.48151362e-01
 -2.22428155e+00  5.67999005e-01 -8.60809624e-01 -4.94641829e+00]",male
"[-2.70504303e+02  1.02929115e+02 -5.45633078e+00  2.34767036e+01
  1.69725475e+01  1.25885439e+01 -1.95875607e+01  1.78469601e+01
 -1.08269558e+01  4.32081175e+00 -8.14142799e+00  8.93431187e+00
 -3.14417815e+00  1.46746874e+00  3.87551689e+00  1.88827276e+00
 -7.48907137e+00  3.48244810e+00 -1.02038441e+01  7.28947818e-01
 -2.51734567e+00 -1.93648577e+00 -7.92066336e-01 -2.02127218e+00
 -2.20121622e+00 -1.26063228e+00  9.64347780e-01 -1.45825636e+00
 -7.55278945e-01 -3.01838565e+00 -6.42502964e-01 -1.27552521e+00
 -2.43835044e+00 -2.17059875e+00 -8.26926112e-01 -7.14849055e-01
  6.95376277e-01 -2.25787330e+00 -1.73391208e-01 -9.20160174e-01]",male
"[-3.1733374e+02  9.0165115e+01  9.1086922e+00  2.4404570e+01
  5.2362123e+00  2.2729700e+01 -1.6204243e+01  4.9364245e-01
 -1.2351235e+01 -1.6615609e+00 -8.1202192e+00 -2.9026220e+00
  1.8069799e+00 -1.3842798e+00 -7.8651366e+00  7.0904474e+00
 -6.9153953e+00 -2.2373548e+00  1.0105586e+00 -8.8923734e-01
 -9.9647540e-01  1.0384877e-01 -3.1386645e+00  5.6667224e-02
 -1.9628239e+00 -3.1218114e+00 -1.2798270e+00 -1.8479456e+00
 -9.5615757e-01 -7.4671739e-01 -1.0388875e+00 -1.2354648e+00
 -2.3061624e-01 -1.0844655e+00 -1.3306507e+00 -9.6510404e-01
 -1.0473375e+00 -9.8232293e-01 -6.1294430e-01 -3.3979827e-01]",male
"[-2.2583138e+02  9.8146530e+01 -7.9313221e+00  2.2818970e+01
 -6.8357873e+00  6.0414166e+00 -1.4663665e+01 -2.5797396e+00
 -1.0688789e+01 -4.8637505e+00 -1.1950085e+01  9.6071672e+00
 -1.6753681e+01  9.8279552e+00 -1.0722864e+01 -4.5651317e+00
 -9.0805492e+00 -2.9736083e+00 -8.4474764e+00 -1.1245257e-01
 -3.2562172e+00 -2.2930677e+00 -1.3758242e+00 -2.4116869e+00
 -2.0585668e+00 -2.7984691e+00 -5.2501440e+00 -4.2146435e+00
 -5.6249056e+00 -7.0311241e+00 -1.1301012e+00 -2.5208015e+00
  2.7788922e-01 -2.0939353e+00 -1.4020957e+00 -1.9896486e+00
 -3.0242770e+00 -2.8003449e+00 -1.7112391e+00 -4.5626597e+00]",male
"[-2.5146909e+02  9.9056343e+01 -4.1771522e+00  2.3098322e+01
 -1.3804737e+01  2.3326229e+01 -2.4949402e+01 -6.1654735e+00
 -1.8587418e+01  3.8146169e+00 -1.9953308e+01  3.9517400e+00
 -4.2428374e+00 -3.7447598e+00  3.0352738e+00  3.1440301e+00
 -6.1153688e+00  1.6000548e-01 -1.0340043e+01 -5.3976059e+00
 -6.9578943e+00 -8.1802444e+00 -1.1312911e+01 -6.1167746e+00
 -3.3067229e+00 -6.5019946e+00 -3.4903064e+00 -2.5645914e+00
 -3.2044923e+00 -3.7575209e+00 -3.0818887e+00 -4.4653840e+00
 -2.3701203e+00 -2.8150373e+00 -5.2206182e+00 -2.1698938e-01
 -3.3903046e+00 -4.5713930e+00 -1.6698114e+00 -4.2812543e+00]",male
"[-2.6844205e+02  1.2409387e+02 -1.1975465e+01  4.0942810e+01
 -1.8316298e+01  4.2720027e+00 -2.3384230e+01  1.5398852e+00
 -6.8752837e+00 -8.2383003e+00 -3.1799827e+00 -1.9455731e+00
  2.0435822e+00 -2.3250322e+00  4.5303922e+00 -1.3657494e+01
  5.7632394e+00 -5.4055905e+00 -7.6814790e+00 -2.8385351e+00
 -9.6286678e+00 -5.7240754e-01 -4.4415078e+00 -2.5359643e-01
 -5.7358942e+00 -5.0919461e+00 -3.2250216e+00 -3.3077161e+00
 -2.1339966e-01  1.9843297e-01  1.7697377e+00  1.8093340e+00
  5.2367773e+00  4.2853389e+00 -5.6102562e-01  2.2002428e+00
  4.1667328e+00  8.1310302e-01  1.5349261e-01  1.2647752e+00]",female
"[-2.5240321e+02  1.5649637e+02  1.1473717e+01  3.3944492e+01
  1.9372182e+00  1.4542563e+01  1.6243526e+00  3.5193756e+00
 -1.9575641e+00  6.5733871e+00 -9.5912666e+00  1.2635533e+01
  5.8512664e-01  1.5522633e+00  4.3539534e+00  4.0566506e+00
 -2.7118437e+00  2.6635048e+00 -6.9880462e-03 -4.7382036e-01
 -4.3223262e-01 -2.7749741e+00 -2.2772589e+00 -2.1950192e+00
 -2.9610202e-01  8.6639637e-01  2.2856107e+00  7.5754613e-01
  3.4070723e+00  1.0621827e+00  2.7754464e+00  5.2531574e-02
  2.4459115e-01  3.4562778e-03 -1.1902948e-01 -1.6745049e+00
 -1.9495912e-01 -2.4799187e+00 -1.4455615e+00 -1.8046670e+00]",male
"[-3.1159036e+02  1.0063962e+02  1.8979153e+01  2.9651213e+01
  1.5440455e+01 -8.4173590e-01 -7.8362336e+00 -5.6761518e-02
 -5.2400489e+00 -2.5648766e+00 -7.2162285e+00 -5.6485138e+00
 -8.0815983e+00 -5.5659828e+00 -9.4901667e+00 -6.2010989e+00
 -3.7405307e+00 -4.9729362e+00 -5.6954746e+00 -3.1984341e+00
 -3.6301107e+00 -4.1894794e+00 -3.5436428e+00 -2.2534862e+00
 -3.3519432e-01  8.0883080e-01 -1.7725328e+00  1.3751872e+00
  1.1914012e+00  1.1712455e+00  5.1722422e+00  6.3143373e+00
  5.2766972e+00  6.9156294e+00  8.5999727e+00  4.5434546e+00
  3.4725347e+00  2.2804177e+00 -5.3532255e-01 -7.8483629e-01]",female
